,setting1,setting2,setting3,meas01,meas02,meas03,meas04,meas05,meas06,meas07,meas08,meas09,meas10,meas11,meas12,meas13,meas14,meas15,meas16,meas17,meas20,meas21,unit,time_cycles,lof,lrd
31,0.0005,-0.0003,100.0,518.67,642.33,1591.38,1400.36,14.62,21.61,554.96,2388.04,9050.97,1.3,47.25,521.92,2388.07,8129.7,8.4148,0.03,392,39.02,23.4999,1,32,1.0,2.1230461609882876
32,-0.0042,-0.0004,100.0,518.67,642.71,1588.4,1402.43,14.62,21.61,554.61,2388.04,9047.13,1.3,47.28,521.91,2388.08,8134.42,8.3753,0.03,392,38.83,23.3506,1,33,1.0100938774374175,1.8382220890077392
33,0.0015,-0.0001,100.0,518.67,642.54,1581.47,1400.48,14.62,21.61,554.3,2388.03,9046.46,1.3,47.47,521.7,2388.09,8126.61,8.4349,0.03,392,38.81,23.3092,1,34,0.9975002377923786,2.400620148443989
34,0.0003,0.0002,100.0,518.67,642.44,1590.0,1403.0,14.62,21.61,554.3,2388.04,9045.76,1.3,47.31,521.75,2388.01,8140.17,8.443,0.03,391,39.13,23.4164,1,35,0.8451380535366148,2.97929147739886
35,-0.0004,-0.0002,100.0,518.67,642.54,1581.72,1405.54,14.62,21.61,554.53,2388.01,9044.56,1.3,47.25,522.32,2388.04,8132.48,8.4246,0.03,392,38.86,23.4308,1,36,0.9346705146169952,2.5021204597202167
36,-0.0004,-0.0,100.0,518.67,641.99,1579.11,1398.9,14.62,21.61,554.63,2388.07,9055.44,1.3,47.29,522.29,2388.04,8131.95,8.4142,0.03,392,38.99,23.4352,1,37,1.0164803164246043,2.614342957137287
37,-0.0018,-0.0002,100.0,518.67,641.93,1589.6,1399.5,14.62,21.61,554.7,2388.08,9055.27,1.3,47.27,522.42,2388.08,8136.61,8.4158,0.03,392,39.06,23.4768,1,38,1.0,1.384471892775174
38,-0.003,-0.0001,100.0,518.67,642.01,1583.21,1400.69,14.62,21.61,553.97,2388.02,9051.76,1.3,47.12,522.23,2388.05,8131.81,8.414,0.03,392,38.7,23.3699,1,39,0.9586889445246295,2.2959450620017257
39,-0.0,-0.0004,100.0,518.67,642.24,1582.08,1401.77,14.62,21.61,554.57,2388.06,9052.98,1.3,47.33,521.84,2388.01,8131.03,8.3784,0.03,392,38.84,23.3769,1,40,1.0108798166213953,2.307729347215942
40,0.0033,0.0004,100.0,518.67,642.4,1591.31,1403.21,14.62,21.61,553.72,2388.06,9048.99,1.3,47.09,522.07,2388.03,8138.08,8.437,0.03,392,39.13,23.4444,1,41,1.014794643646302,1.9802439590029401
41,0.0005,-0.0004,100.0,518.67,642.12,1584.66,1401.38,14.62,21.61,553.94,2388.08,9057.06,1.3,47.49,522.23,2388.05,8130.88,8.4137,0.03,392,39.0,23.375,1,42,0.982076246357173,1.9540176505666025
42,-0.0027,0.0005,100.0,518.67,642.24,1591.52,1406.05,14.62,21.61,553.68,2388.03,9057.88,1.3,47.32,522.74,2388.09,8127.22,8.4068,0.03,392,38.99,23.3148,1,43,0.9508243831588811,2.7982179221281007
43,-0.0001,0.0002,100.0,518.67,641.93,1586.94,1401.2,14.62,21.61,554.15,2388.04,9046.87,1.3,47.45,522.3,2388.0,8131.45,8.4201,0.03,392,39.06,23.4753,1,44,1.0077475567612992,2.0611780552106347
44,-0.0013,-0.0,100.0,518.67,642.53,1582.42,1399.16,14.62,21.61,553.83,2388.08,9060.32,1.3,47.45,521.73,2388.05,8128.31,8.4099,0.03,393,38.79,23.3943,1,45,0.9022021683818577,3.799629819719376
45,0.0003,0.0001,100.0,518.67,642.43,1588.29,1401.27,14.62,21.61,553.76,2388.06,9060.38,1.3,47.2,522.02,2388.08,8128.71,8.3977,0.03,393,38.93,23.3745,1,46,0.891595161157747,3.603861522672761
46,0.0,0.0005,100.0,518.67,642.21,1580.32,1402.89,14.62,21.61,554.38,2388.06,9052.04,1.3,47.22,521.84,2388.05,8126.21,8.3973,0.03,392,38.99,23.4873,1,47,1.0130968279326136,2.5426596015103087
47,0.0019,0.0001,100.0,518.67,641.89,1588.51,1399.16,14.62,21.61,554.02,2388.08,9045.26,1.3,47.4,521.91,2388.06,8129.99,8.4376,0.03,392,38.94,23.365,1,48,1.0,1.9615371525807512
48,-0.0014,0.0005,100.0,518.67,642.23,1584.35,1397.76,14.62,21.61,554.23,2388.07,9050.64,1.3,47.22,521.37,2388.04,8135.48,8.4151,0.03,392,39.06,23.4498,1,49,0.9767938178056994,2.1255383362905516
49,-0.0032,-0.0001,100.0,518.67,642.77,1588.49,1403.62,14.62,21.61,553.92,2388.06,9048.6,1.3,47.47,522.33,2388.09,8127.3,8.4116,0.03,392,38.85,23.4106,1,50,0.8844491290745219,2.0520015946339196
50,-0.001,0.0003,100.0,518.67,642.81,1585.54,1400.42,14.62,21.61,553.73,2388.02,9047.09,1.3,47.12,521.91,2388.05,8134.36,8.4504,0.03,393,38.94,23.3651,1,51,1.0,2.1179481690924047
51,0.0018,-0.0001,100.0,518.67,642.76,1583.77,1395.57,14.62,21.61,553.04,2388.04,9056.01,1.3,47.07,522.1,2388.07,8132.82,8.4539,0.03,391,39.0,23.3388,1,52,0.9757199946698317,2.6080084632829763
52,0.0021,-0.0001,100.0,518.67,642.61,1579.82,1402.26,14.62,21.61,554.16,2388.05,9051.15,1.3,47.29,521.96,2388.06,8134.38,8.4418,0.03,392,38.9,23.3775,1,53,0.9842649771294562,2.4250128442901024
53,-0.0002,0.0005,100.0,518.67,642.42,1592.59,1401.2,14.62,21.61,553.95,2388.04,9056.29,1.3,47.38,522.44,2388.06,8129.95,8.4189,0.03,392,38.96,23.2348,1,54,0.8322387659191466,2.3359147987080373
54,0.0009,-0.0,100.0,518.67,642.41,1584.95,1401.58,14.62,21.61,554.45,2388.04,9048.94,1.3,47.4,522.11,2388.02,8134.1,8.4071,0.03,392,39.06,23.3567,1,55,0.9993181870105778,1.4825763844760316
55,0.0007,-0.0002,100.0,518.67,642.49,1586.33,1400.76,14.62,21.61,553.98,2388.01,9042.42,1.3,47.26,522.48,2388.04,8135.4,8.4022,0.03,391,38.68,23.3408,1,56,0.946075850327246,2.608041901807876
56,-0.0033,0.0,100.0,518.67,642.13,1583.67,1402.79,14.62,21.61,553.42,2388.05,9050.8,1.3,47.29,521.62,2388.08,8135.48,8.4263,0.03,392,38.84,23.3567,1,57,0.9620270860119384,1.9326320350114436
57,-0.0014,0.0001,100.0,518.67,641.9,1590.46,1397.99,14.62,21.61,554.14,2388.09,9050.33,1.3,47.26,522.21,2388.04,8132.08,8.4319,0.03,390,38.93,23.2893,1,58,0.9201936279331734,2.716877524210409
58,-0.0006,0.0002,100.0,518.67,642.33,1596.72,1403.51,14.62,21.61,554.62,2388.07,9050.06,1.3,47.26,521.32,2388.02,8128.81,8.4476,0.03,392,38.92,23.4444,1,59,1.0,2.239830084333096
59,-0.001,-0.0002,100.0,518.67,642.34,1582.75,1403.07,14.62,21.61,554.0,2388.06,9051.69,1.3,47.41,522.49,2388.03,8132.89,8.3878,0.03,393,38.89,23.387,1,60,0.9593053053227076,1.860393775956689
60,0.0004,0.0005,100.0,518.67,642.1,1583.55,1405.52,14.62,21.61,554.09,2388.11,9050.58,1.3,47.31,522.34,2388.09,8131.66,8.4264,0.03,391,38.89,23.3638,1,61,0.8056312129777073,2.009576075453443
61,0.0004,0.0001,100.0,518.67,642.17,1581.59,1399.54,14.62,21.61,554.45,2388.1,9053.62,1.3,47.28,522.19,2388.1,8132.28,8.4071,0.03,391,39.03,23.2707,1,62,0.9668753021739374,2.205295558915601
62,0.0015,0.0002,100.0,518.67,642.6,1592.14,1395.38,14.62,21.61,553.48,2388.06,9049.96,1.3,47.51,521.56,2388.01,8130.73,8.4357,0.03,394,38.77,23.3436,1,63,0.9999999999999999,2.9229411166798926
63,0.0017,0.0002,100.0,518.67,642.23,1584.51,1400.11,14.62,21.61,553.88,2388.1,9043.67,1.3,47.45,521.82,2388.04,8128.15,8.4066,0.03,391,38.93,23.384,1,64,0.931971470283543,2.4131586290638314
64,-0.0,0.0005,100.0,518.67,642.28,1584.72,1403.24,14.62,21.61,553.97,2388.03,9044.01,1.3,47.56,521.54,2388.13,8132.94,8.4406,0.03,392,38.9,23.3752,1,65,0.9953624141492826,1.8316632570371454
65,-0.0007,-0.0004,100.0,518.67,642.5,1588.5,1399.52,14.62,21.61,554.0,2388.06,9059.45,1.3,47.14,521.76,2388.05,8128.32,8.3911,0.03,391,38.95,23.3152,1,66,1.0,3.5479272147277947
66,0.0016,-0.0004,100.0,518.67,642.33,1590.22,1403.02,14.62,21.61,554.31,2388.1,9050.24,1.3,47.39,522.64,2388.08,8134.07,8.3925,0.03,393,38.97,23.291,1,67,0.9661608722605801,1.9568532771659297
67,-0.0018,0.0,100.0,518.67,642.51,1582.06,1404.42,14.62,21.61,554.04,2388.1,9051.78,1.3,47.36,521.72,2388.07,8132.39,8.4242,0.03,392,38.95,23.3174,1,68,1.0327307132837626,1.6970513693943463
68,-0.0022,0.0005,100.0,518.67,642.44,1590.7,1401.24,14.62,21.61,554.65,2388.07,9050.59,1.3,47.41,522.22,2388.1,8129.13,8.4292,0.03,392,39.0,23.3742,1,69,0.9712771770996125,2.185829350307643
69,-0.0005,0.0002,100.0,518.67,642.22,1584.02,1402.78,14.62,21.61,554.01,2388.11,9053.43,1.3,47.41,521.93,2388.12,8130.36,8.4279,0.03,392,38.86,23.4513,1,70,1.0013492139549676,2.27386752623612
70,0.0016,-0.0003,100.0,518.67,642.21,1580.41,1403.09,14.62,21.61,554.06,2388.03,9046.09,1.3,47.3,521.72,2388.09,8134.28,8.423,0.03,391,38.8,23.3881,1,71,0.9585313372219509,2.816089513194353
71,-0.0017,0.0001,100.0,518.67,642.41,1579.25,1406.81,14.62,21.61,553.76,2388.07,9054.42,1.3,47.27,521.97,2388.09,8133.95,8.3951,0.03,391,38.84,23.3085,1,72,0.948508405115156,2.573048670230676
72,-0.0012,-0.0002,100.0,518.67,642.29,1592.04,1397.93,14.62,21.61,553.88,2388.03,9049.64,1.3,47.29,522.04,2388.1,8129.85,8.404,0.03,391,39.03,23.3975,1,73,1.0032267832084685,2.4247482463603296
73,0.0027,0.0001,100.0,518.67,642.96,1584.65,1401.48,14.62,21.61,554.03,2388.07,9045.85,1.3,47.58,522.25,2387.97,8132.67,8.4135,0.03,392,38.8,23.382,1,74,1.0049091976815492,1.7781332161222332
74,0.0009,-0.0004,100.0,518.67,641.96,1582.32,1394.82,14.62,21.61,553.6,2388.07,9042.32,1.3,47.22,521.77,2388.11,8130.13,8.4621,0.03,392,38.89,23.3521,1,75,1.0253170775533162,3.0663660153243715
75,-0.0015,0.0002,100.0,518.67,642.21,1589.21,1398.94,14.62,21.61,553.66,2388.02,9056.55,1.3,47.44,521.58,2388.03,8136.44,8.3996,0.03,390,39.02,23.4428,1,76,0.9545473362872481,1.8717488982435946
76,0.0022,0.0004,100.0,518.67,642.55,1586.3,1400.97,14.62,21.61,554.61,2388.06,9046.44,1.3,47.41,521.6,2388.08,8135.25,8.453,0.03,393,38.99,23.275,1,77,0.9198559815416303,2.2099260528163276
77,0.004,0.0002,100.0,518.67,641.99,1580.76,1404.1,14.62,21.61,553.47,2388.08,9042.37,1.3,47.4,522.28,2388.16,8133.91,8.3793,0.03,392,38.88,23.3486,1,78,0.853781244083042,3.307468642202838
78,0.0022,-0.0002,100.0,518.67,642.12,1582.46,1403.93,14.62,21.61,553.77,2388.04,9047.86,1.3,47.35,521.85,2388.13,8135.4,8.4132,0.03,394,38.9,23.3121,1,79,0.7975643949990568,2.818725719493203
79,-0.0002,-0.0004,100.0,518.67,641.94,1591.96,1393.58,14.62,21.61,553.91,2388.06,9043.67,1.3,47.64,521.52,2388.1,8134.66,8.4235,0.03,392,38.89,23.3613,1,80,0.8343394713998507,4.76698669665149
80,-0.0018,-0.0004,100.0,518.67,642.73,1584.82,1402.04,14.62,21.61,553.88,2388.1,9045.31,1.3,47.43,521.66,2388.05,8128.87,8.4247,0.03,392,38.77,23.373,1,81,0.9689534767445765,2.2312240542621153
81,-0.0012,0.0001,100.0,518.67,642.04,1589.07,1399.17,14.62,21.61,554.18,2388.1,9048.22,1.3,47.25,521.95,2388.03,8134.04,8.3986,0.03,393,38.89,23.2713,1,82,0.9998490352062004,1.9805198077257522
82,0.0004,0.0005,100.0,518.67,642.66,1588.05,1406.38,14.62,21.61,553.49,2388.08,9049.08,1.3,47.22,521.93,2388.05,8131.32,8.4128,0.03,391,38.8,23.3274,1,83,0.997371434233079,1.6300183092465559
83,0.0005,0.0002,100.0,518.67,642.64,1585.52,1406.6,14.62,21.61,553.91,2388.05,9050.47,1.3,47.38,521.54,2388.06,8131.54,8.4139,0.03,392,38.73,23.2653,1,84,0.9728486229296843,2.132788965984835
84,0.0025,0.0003,100.0,518.67,642.28,1590.12,1405.96,14.62,21.61,554.4,2388.01,9056.08,1.3,47.36,522.3,2388.05,8135.31,8.4499,0.03,392,39.01,23.284,1,85,0.9966611632778851,1.5687702164235546
85,-0.0012,0.0004,100.0,518.67,641.84,1588.8,1403.56,14.62,21.61,553.69,2388.1,9047.26,1.3,47.38,521.82,2388.09,8130.06,8.4173,0.03,394,38.94,23.3945,1,86,0.9516945286567254,1.790909523246184
86,0.0,-0.0004,100.0,518.67,642.33,1586.69,1413.1,14.62,21.61,554.1,2388.14,9050.52,1.3,47.34,521.43,2388.06,8130.41,8.4326,0.03,391,38.88,23.3402,1,87,0.8984642389936842,2.3705966944150156
87,0.0029,0.0003,100.0,518.67,641.96,1581.29,1406.09,14.62,21.61,554.48,2388.07,9046.73,1.3,47.46,522.2,2388.04,8131.47,8.4586,0.03,392,38.9,23.3086,1,88,1.053642550573178,1.859509367977051
88,0.0008,-0.0001,100.0,518.67,642.24,1584.73,1402.22,14.62,21.61,553.91,2388.05,9055.24,1.3,47.46,521.55,2388.08,8135.15,8.4489,0.03,392,38.95,23.3288,1,89,1.0196359717627923,1.5649803206040456
89,0.0017,-0.0001,100.0,518.67,642.67,1584.38,1412.93,14.62,21.61,552.88,2388.1,9051.27,1.3,47.32,521.49,2388.09,8129.72,8.3961,0.03,391,38.98,23.4712,1,90,0.9689210769646827,2.7713131932001382
90,0.0025,-0.0004,100.0,518.67,641.98,1584.84,1404.76,14.62,21.61,553.54,2388.04,9050.72,1.3,47.32,521.55,2388.1,8134.4,8.3949,0.03,394,39.11,23.3842,1,91,1.0,1.7911877235745848
91,0.001,-0.0002,100.0,518.67,642.89,1590.03,1400.77,14.62,21.61,553.81,2388.14,9048.36,1.3,47.45,521.91,2388.05,8131.39,8.3982,0.03,392,38.99,23.3522,1,92,1.0,2.1850762654586284
92,0.0032,0.0002,100.0,518.67,642.85,1593.74,1408.48,14.62,21.61,554.07,2388.07,9047.87,1.3,47.46,521.43,2388.08,8133.15,8.421,0.03,392,38.86,23.2477,1,93,0.9775174772627824,1.7981533857861816
93,-0.0021,0.0002,100.0,518.67,642.45,1583.27,1404.94,14.62,21.61,553.86,2388.15,9045.83,1.3,47.48,521.61,2388.07,8132.4,8.4524,0.03,393,38.85,23.3758,1,94,0.9609133587833255,2.043424808033994
94,0.0019,0.0003,100.0,518.67,642.86,1577.6,1410.1,14.62,21.61,553.91,2388.02,9048.85,1.3,47.38,521.92,2388.02,8131.63,8.4575,0.03,394,38.76,23.3269,1,95,0.9603007746638537,3.5216329096739956
95,-0.0034,0.0001,100.0,518.67,642.19,1584.07,1395.16,14.62,21.61,553.34,2388.07,9048.71,1.3,47.39,521.66,2388.06,8130.69,8.4311,0.03,392,38.88,23.3255,1,96,0.9409524872044547,2.244811766046856
96,0.0035,-0.0003,100.0,518.67,642.07,1595.77,1407.81,14.62,21.61,553.4,2388.09,9046.1,1.3,47.46,521.67,2388.06,8128.74,8.4105,0.03,392,39.01,23.2963,1,97,0.9938701874811616,1.6919979723179182
97,0.0006,0.0004,100.0,518.67,642.0,1591.11,1404.56,14.62,21.61,552.75,2388.06,9045.49,1.3,47.37,522.31,2388.06,8127.89,8.4012,0.03,391,38.96,23.2554,1,98,1.0,1.8947099052009573
98,-0.0005,-0.0,100.0,518.67,642.46,1592.73,1406.13,14.62,21.61,553.76,2388.08,9045.14,1.3,47.4,521.42,2388.1,8131.77,8.4481,0.03,393,38.82,23.2323,1,99,0.9548085538151114,2.0425756465191376
99,-0.0021,-0.0003,100.0,518.67,642.22,1589.63,1411.35,14.62,21.61,554.22,2388.07,9045.72,1.3,47.64,521.55,2388.08,8132.49,8.4241,0.03,392,38.93,23.409,1,100,0.91349015428074,2.037009235191221
100,0.0012,0.0003,100.0,518.67,642.75,1584.18,1403.41,14.62,21.61,553.37,2388.06,9052.3,1.3,47.62,521.89,2388.08,8125.97,8.4353,0.03,391,38.75,23.4149,1,101,0.9629448065811713,2.2328801725611633
101,0.0017,0.0005,100.0,518.67,642.85,1589.11,1403.42,14.62,21.61,553.42,2388.15,9051.36,1.3,47.49,521.38,2388.05,8130.4,8.4561,0.03,393,38.94,23.3653,1,102,1.0232418763884976,1.6617560799192044
102,-0.0013,0.0001,100.0,518.67,642.21,1581.27,1403.21,14.62,21.61,553.64,2388.09,9053.28,1.3,47.57,521.41,2388.1,8124.4,8.4263,0.03,392,38.69,23.4289,1,103,0.9922869485247082,2.571555329842058
103,-0.0001,0.0001,100.0,518.67,642.29,1590.63,1406.25,14.62,21.61,553.66,2388.08,9044.73,1.3,47.34,522.38,2388.09,8131.89,8.4021,0.03,392,38.96,23.3393,1,104,0.9105453578836485,2.1917043542415127
104,0.0024,0.0004,100.0,518.67,642.01,1588.28,1403.22,14.62,21.61,553.11,2388.09,9048.36,1.3,47.31,521.81,2388.08,8134.01,8.4326,0.03,393,38.77,23.3857,1,105,1.0,1.4463706099598752
105,0.0,0.0001,100.0,518.67,642.68,1589.05,1404.45,14.62,21.61,553.6,2388.08,9049.82,1.3,47.44,521.51,2388.09,8126.38,8.4664,0.03,392,39.08,23.4148,1,106,1.0104717670990955,1.8249071199082216
106,-0.0012,-0.0001,100.0,518.67,642.53,1595.13,1407.73,14.62,21.61,553.74,2388.07,9048.68,1.3,47.35,521.75,2388.07,8132.4,8.4241,0.03,396,39.01,23.4086,1,107,0.7919115045212358,3.1866378573884204
107,0.0008,0.0001,100.0,518.67,643.49,1585.91,1399.47,14.62,21.61,554.43,2388.14,9047.03,1.3,47.61,521.52,2388.03,8131.52,8.4133,0.03,393,38.75,23.3032,1,108,0.9700782637257755,2.123906390513793
108,-0.0011,-0.0003,100.0,518.67,642.49,1586.45,1409.1,14.62,21.61,553.59,2388.1,9051.13,1.3,47.58,521.62,2388.11,8130.97,8.3757,0.03,394,39.05,23.3561,1,109,1.0328813565559256,1.4039298192573109
109,-0.0,0.0004,100.0,518.67,642.55,1590.01,1401.27,14.62,21.61,554.08,2388.13,9051.4,1.3,47.55,522.01,2388.12,8127.16,8.4638,0.03,393,39.06,23.2951,1,110,1.0010181420956665,1.8017049010209814
110,0.0008,0.0004,100.0,518.67,642.67,1584.38,1408.11,14.62,21.61,553.49,2388.12,9051.64,1.3,47.62,521.53,2388.14,8132.4,8.4447,0.03,392,38.92,23.2135,1,111,0.9920185134732229,2.1424207390108605
111,0.0005,0.0003,100.0,518.67,642.66,1586.46,1401.84,14.62,21.61,553.19,2388.06,9051.28,1.3,47.22,521.9,2388.08,8131.52,8.4445,0.03,394,38.84,23.3207,1,112,0.9540126921275355,1.8653305543042131
112,0.0007,0.0001,100.0,518.67,642.68,1590.85,1406.59,14.62,21.61,552.91,2388.1,9053.15,1.3,47.46,521.75,2388.16,8129.32,8.458,0.03,393,38.9,23.3101,1,113,1.0190410953527027,1.6439267192344902
113,0.0003,0.0004,100.0,518.67,642.31,1588.42,1402.97,14.62,21.61,554.29,2388.07,9046.58,1.3,47.58,521.68,2388.15,8132.36,8.429,0.03,394,38.89,23.3754,1,114,0.9241758930745193,2.0972530710890425
114,-0.0017,0.0005,100.0,518.67,642.66,1594.84,1406.6,14.62,21.61,554.13,2388.11,9050.37,1.3,47.43,521.36,2388.12,8127.6,8.4345,0.03,393,38.93,23.3022,1,115,1.012235038902861,1.9716910008938922
