,setting1,setting2,setting3,meas01,meas02,meas03,meas04,meas05,meas06,meas07,meas08,meas09,meas10,meas11,meas12,meas13,meas14,meas15,meas16,meas17,meas20,meas21,unit,time_cycles,lof,lrd
15,0.0006,0.0005,100.0,518.67,642.13,1587.98,1404.5,14.62,21.61,553.94,2388.05,9049.34,1.3,47.24,521.49,2388.07,8136.11,8.3936,0.03,392,38.97,23.455,1,16,1.0166901251759322,12.012167497442906
16,0.0002,0.0002,100.0,518.67,642.58,1584.96,1399.95,14.62,21.61,553.8,2388.06,9054.92,1.3,47.12,521.89,2388.04,8137.27,8.4542,0.03,392,38.81,23.3319,1,17,1.0106800063105355,11.610463900562028
17,-0.0031,-0.0001,100.0,518.67,642.62,1591.04,1396.12,14.62,21.61,554.2,2388.05,9049.55,1.3,47.21,521.76,2388.07,8132.73,8.4028,0.03,392,38.89,23.3987,1,18,0.9330274872737246,13.433864514598568
18,0.0032,-0.0003,100.0,518.67,641.79,1587.56,1400.35,14.62,21.61,554.18,2388.04,9053.99,1.3,47.4,521.89,2388.03,8129.13,8.4321,0.03,391,38.8,23.3464,1,19,0.9861555216367078,12.566005207515644
19,-0.0037,0.0001,100.0,518.67,643.04,1581.11,1405.23,14.62,21.61,554.81,2388.05,9045.9,1.3,47.22,522.07,2388.02,8129.71,8.421,0.03,392,39.03,23.422,1,20,0.93943521982395,14.257083463307492
20,-0.0012,0.0001,100.0,518.67,642.37,1586.07,1398.13,14.62,21.61,554.08,2388.11,9048.15,1.3,47.15,522.42,2388.08,8134.02,8.4049,0.03,392,39.09,23.3101,1,21,0.9562309615296912,13.12948244552377
21,0.0002,0.0,100.0,518.67,642.77,1592.93,1400.57,14.62,21.61,553.63,2388.04,9061.21,1.3,47.24,522.0,2388.03,8130.41,8.4034,0.03,392,38.92,23.3792,1,22,0.9449117757025861,12.344279718993132
22,0.0034,-0.0003,100.0,518.67,642.14,1588.19,1394.75,14.62,21.61,553.98,2388.05,9046.28,1.3,47.25,521.52,2388.05,8127.9,8.424,0.03,392,38.94,23.4562,1,23,0.8631761596037706,15.350969396283904
23,-0.001,0.0003,100.0,518.67,642.38,1590.83,1398.81,14.62,21.61,553.49,2388.12,9043.76,1.3,47.44,522.13,2388.03,8133.88,8.3891,0.03,392,39.0,23.3696,1,24,0.9158273163576944,14.296314388283383
24,0.0023,-0.0004,100.0,518.67,642.77,1594.1,1399.39,14.62,21.61,554.0,2388.02,9054.16,1.3,47.36,522.56,2388.02,8136.61,8.3917,0.03,393,38.95,23.4288,1,25,0.9929320421304633,11.805825272600874
25,0.0,0.0002,100.0,518.67,642.16,1589.08,1396.07,14.62,21.61,554.11,2388.07,9047.11,1.3,47.26,522.28,2388.06,8131.15,8.426,0.03,394,38.86,23.4149,1,26,0.9120209393935803,14.166784914910565
26,-0.0012,-0.0004,100.0,518.67,642.44,1590.47,1401.84,14.62,21.61,554.07,2388.02,9047.96,1.3,47.37,522.0,2388.13,8134.6,8.4046,0.03,393,38.99,23.4472,1,27,0.9957523886920575,12.628929851744386
27,-0.0024,0.0005,100.0,518.67,642.35,1582.84,1399.13,14.62,21.61,554.68,2388.12,9049.84,1.3,47.41,522.57,2388.08,8127.3,8.4323,0.03,390,39.01,23.2841,1,28,0.9143466960738748,14.232009334786454
28,0.0012,-0.0001,100.0,518.67,641.91,1584.83,1400.99,14.62,21.61,554.25,2388.05,9050.47,1.3,47.24,522.41,2388.06,8133.06,8.4189,0.03,393,38.93,23.3597,1,29,0.991360806759408,12.519413784385712
29,-0.0022,0.0,100.0,518.67,642.2,1593.52,1396.08,14.62,21.61,554.37,2388.07,9045.62,1.3,47.4,522.19,2388.0,8137.86,8.4065,0.03,390,39.05,23.411,1,30,0.8378627928393885,14.877923377281467
30,0.0014,0.0005,100.0,518.67,642.02,1584.18,1396.9,14.62,21.61,554.13,2388.08,9058.78,1.3,47.41,521.95,2388.06,8125.28,8.4104,0.03,392,38.94,23.3353,1,31,0.8191058415652934,14.97286870323453
31,0.0005,-0.0003,100.0,518.67,642.33,1591.38,1400.36,14.62,21.61,554.96,2388.04,9050.97,1.3,47.25,521.92,2388.07,8129.7,8.4148,0.03,392,39.02,23.4999,1,32,0.9841277681612703,12.945623037854757
32,-0.0042,-0.0004,100.0,518.67,642.71,1588.4,1402.43,14.62,21.61,554.61,2388.04,9047.13,1.3,47.28,521.91,2388.08,8134.42,8.3753,0.03,392,38.83,23.3506,1,33,0.991779095155471,12.819771687453997
33,0.0015,-0.0001,100.0,518.67,642.54,1581.47,1400.48,14.62,21.61,554.3,2388.03,9046.46,1.3,47.47,521.7,2388.09,8126.61,8.4349,0.03,392,38.81,23.3092,1,34,0.8976941189905682,14.995881953508217
34,0.0003,0.0002,100.0,518.67,642.44,1590.0,1403.0,14.62,21.61,554.3,2388.04,9045.76,1.3,47.31,521.75,2388.01,8140.17,8.443,0.03,391,39.13,23.4164,1,35,0.9394449024547118,13.049514542747742
35,-0.0004,-0.0002,100.0,518.67,642.54,1581.72,1405.54,14.62,21.61,554.53,2388.01,9044.56,1.3,47.25,522.32,2388.04,8132.48,8.4246,0.03,392,38.86,23.4308,1,36,0.9395724297512261,14.101704573588293
36,-0.0004,-0.0,100.0,518.67,641.99,1579.11,1398.9,14.62,21.61,554.63,2388.07,9055.44,1.3,47.29,522.29,2388.04,8131.95,8.4142,0.03,392,38.99,23.4352,1,37,0.9201792659600676,13.191182149936074
37,-0.0018,-0.0002,100.0,518.67,641.93,1589.6,1399.5,14.62,21.61,554.7,2388.08,9055.27,1.3,47.27,522.42,2388.08,8136.61,8.4158,0.03,392,39.06,23.4768,1,38,1.0184543479463684,11.4303309281086
38,-0.003,-0.0001,100.0,518.67,642.01,1583.21,1400.69,14.62,21.61,553.97,2388.02,9051.76,1.3,47.12,522.23,2388.05,8131.81,8.414,0.03,392,38.7,23.3699,1,39,0.9810205842725377,12.643390160747616
39,-0.0,-0.0004,100.0,518.67,642.24,1582.08,1401.77,14.62,21.61,554.57,2388.06,9052.98,1.3,47.33,521.84,2388.01,8131.03,8.3784,0.03,392,38.84,23.3769,1,40,0.9780762831649052,12.626052712323197
40,0.0033,0.0004,100.0,518.67,642.4,1591.31,1403.21,14.62,21.61,553.72,2388.06,9048.99,1.3,47.09,522.07,2388.03,8138.08,8.437,0.03,392,39.13,23.4444,1,41,1.0050011959586846,12.008976266423177
41,0.0005,-0.0004,100.0,518.67,642.12,1584.66,1401.38,14.62,21.61,553.94,2388.08,9057.06,1.3,47.49,522.23,2388.05,8130.88,8.4137,0.03,392,39.0,23.375,1,42,0.999177693776108,11.916140420179953
42,-0.0027,0.0005,100.0,518.67,642.24,1591.52,1406.05,14.62,21.61,553.68,2388.03,9057.88,1.3,47.32,522.74,2388.09,8127.22,8.4068,0.03,392,38.99,23.3148,1,43,0.9930516365497083,12.432957122559511
43,-0.0001,0.0002,100.0,518.67,641.93,1586.94,1401.2,14.62,21.61,554.15,2388.04,9046.87,1.3,47.45,522.3,2388.0,8131.45,8.4201,0.03,392,39.06,23.4753,1,44,0.9747766261277111,13.378333053153792
44,-0.0013,-0.0,100.0,518.67,642.53,1582.42,1399.16,14.62,21.61,553.83,2388.08,9060.32,1.3,47.45,521.73,2388.05,8128.31,8.4099,0.03,393,38.79,23.3943,1,45,0.8841076933598233,13.51063153959915
45,0.0003,0.0001,100.0,518.67,642.43,1588.29,1401.27,14.62,21.61,553.76,2388.06,9060.38,1.3,47.2,522.02,2388.08,8128.71,8.3977,0.03,393,38.93,23.3745,1,46,0.9600481093173213,12.295911414125161
46,0.0,0.0005,100.0,518.67,642.21,1580.32,1402.89,14.62,21.61,554.38,2388.06,9052.04,1.3,47.22,521.84,2388.05,8126.21,8.3973,0.03,392,38.99,23.4873,1,47,0.9134337386997702,14.184676735655097
47,0.0019,0.0001,100.0,518.67,641.89,1588.51,1399.16,14.62,21.61,554.02,2388.08,9045.26,1.3,47.4,521.91,2388.06,8129.99,8.4376,0.03,392,38.94,23.365,1,48,0.9406935724725229,14.18218246257886
48,-0.0014,0.0005,100.0,518.67,642.23,1584.35,1397.76,14.62,21.61,554.23,2388.07,9050.64,1.3,47.22,521.37,2388.04,8135.48,8.4151,0.03,392,39.06,23.4498,1,49,0.9664667551095009,12.654956970957167
49,-0.0032,-0.0001,100.0,518.67,642.77,1588.49,1403.62,14.62,21.61,553.92,2388.06,9048.6,1.3,47.47,522.33,2388.09,8127.3,8.4116,0.03,392,38.85,23.4106,1,50,0.984999762279651,13.669036291137965
50,-0.001,0.0003,100.0,518.67,642.81,1585.54,1400.42,14.62,21.61,553.73,2388.02,9047.09,1.3,47.12,521.91,2388.05,8134.36,8.4504,0.03,393,38.94,23.3651,1,51,0.9700054958452371,13.068540501029567
51,0.0018,-0.0001,100.0,518.67,642.76,1583.77,1395.57,14.62,21.61,553.04,2388.04,9056.01,1.3,47.07,522.1,2388.07,8132.82,8.4539,0.03,391,39.0,23.3388,1,52,0.9425789278334172,12.797448458029255
52,0.0021,-0.0001,100.0,518.67,642.61,1579.82,1402.26,14.62,21.61,554.16,2388.05,9051.15,1.3,47.29,521.96,2388.06,8134.38,8.4418,0.03,392,38.9,23.3775,1,53,0.9586713767744856,12.800120723206732
53,-0.0002,0.0005,100.0,518.67,642.42,1592.59,1401.2,14.62,21.61,553.95,2388.04,9056.29,1.3,47.38,522.44,2388.06,8129.95,8.4189,0.03,392,38.96,23.2348,1,54,0.9935467600677487,12.141282472761214
54,0.0009,-0.0,100.0,518.67,642.41,1584.95,1401.58,14.62,21.61,554.45,2388.04,9048.94,1.3,47.4,522.11,2388.02,8134.1,8.4071,0.03,392,39.06,23.3567,1,55,0.9892890797399089,12.621327213733073
55,0.0007,-0.0002,100.0,518.67,642.49,1586.33,1400.76,14.62,21.61,553.98,2388.01,9042.42,1.3,47.26,522.48,2388.04,8135.4,8.4022,0.03,391,38.68,23.3408,1,56,0.9075863973296799,14.402996272692766
56,-0.0033,0.0,100.0,518.67,642.13,1583.67,1402.79,14.62,21.61,553.42,2388.05,9050.8,1.3,47.29,521.62,2388.08,8135.48,8.4263,0.03,392,38.84,23.3567,1,57,1.0012795010623272,12.12147789487954
57,-0.0014,0.0001,100.0,518.67,641.9,1590.46,1397.99,14.62,21.61,554.14,2388.09,9050.33,1.3,47.26,522.21,2388.04,8132.08,8.4319,0.03,390,38.93,23.2893,1,58,0.9618618975512914,13.016045297652997
58,-0.0006,0.0002,100.0,518.67,642.33,1596.72,1403.51,14.62,21.61,554.62,2388.07,9050.06,1.3,47.26,521.32,2388.02,8128.81,8.4476,0.03,392,38.92,23.4444,1,59,0.9703202594860866,13.605436656307198
59,-0.001,-0.0002,100.0,518.67,642.34,1582.75,1403.07,14.62,21.61,554.0,2388.06,9051.69,1.3,47.41,522.49,2388.03,8132.89,8.3878,0.03,393,38.89,23.387,1,60,0.9962165173415908,12.351745482855264
60,0.0004,0.0005,100.0,518.67,642.1,1583.55,1405.52,14.62,21.61,554.09,2388.11,9050.58,1.3,47.31,522.34,2388.09,8131.66,8.4264,0.03,391,38.89,23.3638,1,61,1.0000342461661018,12.607222335423211
61,0.0004,0.0001,100.0,518.67,642.17,1581.59,1399.54,14.62,21.61,554.45,2388.1,9053.62,1.3,47.28,522.19,2388.1,8132.28,8.4071,0.03,391,39.03,23.2707,1,62,0.9628631883879932,12.677036453275631
62,0.0015,0.0002,100.0,518.67,642.6,1592.14,1395.38,14.62,21.61,553.48,2388.06,9049.96,1.3,47.51,521.56,2388.01,8130.73,8.4357,0.03,394,38.77,23.3436,1,63,0.9013867400131677,14.053555768656409
63,0.0017,0.0002,100.0,518.67,642.23,1584.51,1400.11,14.62,21.61,553.88,2388.1,9043.67,1.3,47.45,521.82,2388.04,8128.15,8.4066,0.03,391,38.93,23.384,1,64,0.9096717227472922,14.99368441909598
64,-0.0,0.0005,100.0,518.67,642.28,1584.72,1403.24,14.62,21.61,553.97,2388.03,9044.01,1.3,47.56,521.54,2388.13,8132.94,8.4406,0.03,392,38.9,23.3752,1,65,0.9530950286938707,13.894603024915101
65,-0.0007,-0.0004,100.0,518.67,642.5,1588.5,1399.52,14.62,21.61,554.0,2388.06,9059.45,1.3,47.14,521.76,2388.05,8128.32,8.3911,0.03,391,38.95,23.3152,1,66,0.9357757774012163,12.73357534410856
66,0.0016,-0.0004,100.0,518.67,642.33,1590.22,1403.02,14.62,21.61,554.31,2388.1,9050.24,1.3,47.39,522.64,2388.08,8134.07,8.3925,0.03,393,38.97,23.291,1,67,1.0164102473910126,12.117092929998764
67,-0.0018,0.0,100.0,518.67,642.51,1582.06,1404.42,14.62,21.61,554.04,2388.1,9051.78,1.3,47.36,521.72,2388.07,8132.39,8.4242,0.03,392,38.95,23.3174,1,68,0.9946614983513455,12.428445165642769
68,-0.0022,0.0005,100.0,518.67,642.44,1590.7,1401.24,14.62,21.61,554.65,2388.07,9050.59,1.3,47.41,522.22,2388.1,8129.13,8.4292,0.03,392,39.0,23.3742,1,69,0.9887869173395709,13.019419096541206
69,-0.0005,0.0002,100.0,518.67,642.22,1584.02,1402.78,14.62,21.61,554.01,2388.11,9053.43,1.3,47.41,521.93,2388.12,8130.36,8.4279,0.03,392,38.86,23.4513,1,70,0.9982508387144409,12.38170408056944
70,0.0016,-0.0003,100.0,518.67,642.21,1580.41,1403.09,14.62,21.61,554.06,2388.03,9046.09,1.3,47.3,521.72,2388.09,8134.28,8.423,0.03,391,38.8,23.3881,1,71,0.9242601736199748,13.849352416253486
71,-0.0017,0.0001,100.0,518.67,642.41,1579.25,1406.81,14.62,21.61,553.76,2388.07,9054.42,1.3,47.27,521.97,2388.09,8133.95,8.3951,0.03,391,38.84,23.3085,1,72,0.964153905033471,12.437886331017527
72,-0.0012,-0.0002,100.0,518.67,642.29,1592.04,1397.93,14.62,21.61,553.88,2388.03,9049.64,1.3,47.29,522.04,2388.1,8129.85,8.404,0.03,391,39.03,23.3975,1,73,0.9435611451428356,13.60483701711
73,0.0027,0.0001,100.0,518.67,642.96,1584.65,1401.48,14.62,21.61,554.03,2388.07,9045.85,1.3,47.58,522.25,2387.97,8132.67,8.4135,0.03,392,38.8,23.382,1,74,0.9597463099815796,13.53360615521728
74,0.0009,-0.0004,100.0,518.67,641.96,1582.32,1394.82,14.62,21.61,553.6,2388.07,9042.32,1.3,47.22,521.77,2388.11,8130.13,8.4621,0.03,392,38.89,23.3521,1,75,0.7964164673161731,16.71538823142383
75,-0.0015,0.0002,100.0,518.67,642.21,1589.21,1398.94,14.62,21.61,553.66,2388.02,9056.55,1.3,47.44,521.58,2388.03,8136.44,8.3996,0.03,390,39.02,23.4428,1,76,1.0161350609835704,11.421205211659297
76,0.0022,0.0004,100.0,518.67,642.55,1586.3,1400.97,14.62,21.61,554.61,2388.06,9046.44,1.3,47.41,521.6,2388.08,8135.25,8.453,0.03,393,38.99,23.275,1,77,0.9698287185661468,13.06229275316392
77,0.004,0.0002,100.0,518.67,641.99,1580.76,1404.1,14.62,21.61,553.47,2388.08,9042.37,1.3,47.4,522.28,2388.16,8133.91,8.3793,0.03,392,38.88,23.3486,1,78,0.8862400113403401,14.961803429846738
78,0.0022,-0.0002,100.0,518.67,642.12,1582.46,1403.93,14.62,21.61,553.77,2388.04,9047.86,1.3,47.35,521.85,2388.13,8135.4,8.4132,0.03,394,38.9,23.3121,1,79,0.9741746922866749,12.843049545760623
79,-0.0002,-0.0004,100.0,518.67,641.94,1591.96,1393.58,14.62,21.61,553.91,2388.06,9043.67,1.3,47.64,521.52,2388.1,8134.66,8.4235,0.03,392,38.89,23.3613,1,80,0.8031524685636624,16.05248327207054
80,-0.0018,-0.0004,100.0,518.67,642.73,1584.82,1402.04,14.62,21.61,553.88,2388.1,9045.31,1.3,47.43,521.66,2388.05,8128.87,8.4247,0.03,392,38.77,23.373,1,81,0.9509515706148028,14.196431595439108
81,-0.0012,0.0001,100.0,518.67,642.04,1589.07,1399.17,14.62,21.61,554.18,2388.1,9048.22,1.3,47.25,521.95,2388.03,8134.04,8.3986,0.03,393,38.89,23.2713,1,82,0.9749195639256429,12.89203099619308
82,0.0004,0.0005,100.0,518.67,642.66,1588.05,1406.38,14.62,21.61,553.49,2388.08,9049.08,1.3,47.22,521.93,2388.05,8131.32,8.4128,0.03,391,38.8,23.3274,1,83,1.0119314386303426,12.79715496511788
83,0.0005,0.0002,100.0,518.67,642.64,1585.52,1406.6,14.62,21.61,553.91,2388.05,9050.47,1.3,47.38,521.54,2388.06,8131.54,8.4139,0.03,392,38.73,23.2653,1,84,1.0129335032744908,12.54034359935633
84,0.0025,0.0003,100.0,518.67,642.28,1590.12,1405.96,14.62,21.61,554.4,2388.01,9056.08,1.3,47.36,522.3,2388.05,8135.31,8.4499,0.03,392,39.01,23.284,1,85,1.0431215867528298,11.077291056179893
85,-0.0012,0.0004,100.0,518.67,641.84,1588.8,1403.56,14.62,21.61,553.69,2388.1,9047.26,1.3,47.38,521.82,2388.09,8130.06,8.4173,0.03,394,38.94,23.3945,1,86,0.9907528925237729,13.431962104447841
86,0.0,-0.0004,100.0,518.67,642.33,1586.69,1413.1,14.62,21.61,554.1,2388.14,9050.52,1.3,47.34,521.43,2388.06,8130.41,8.4326,0.03,391,38.88,23.3402,1,87,1.0062123033556114,13.099606703636617
87,0.0029,0.0003,100.0,518.67,641.96,1581.29,1406.09,14.62,21.61,554.48,2388.07,9046.73,1.3,47.46,522.2,2388.04,8131.47,8.4586,0.03,392,38.9,23.3086,1,88,0.9559473234025556,13.71556099523414
88,0.0008,-0.0001,100.0,518.67,642.24,1584.73,1402.22,14.62,21.61,553.91,2388.05,9055.24,1.3,47.46,521.55,2388.08,8135.15,8.4489,0.03,392,38.95,23.3288,1,89,1.0214509437044026,11.465568712740982
89,0.0017,-0.0001,100.0,518.67,642.67,1584.38,1412.93,14.62,21.61,552.88,2388.1,9051.27,1.3,47.32,521.49,2388.09,8129.72,8.3961,0.03,391,38.98,23.4712,1,90,0.993549645633439,13.200729830139073
90,0.0025,-0.0004,100.0,518.67,641.98,1584.84,1404.76,14.62,21.61,553.54,2388.04,9050.72,1.3,47.32,521.55,2388.1,8134.4,8.3949,0.03,394,39.11,23.3842,1,91,1.0137852383133052,12.08765425833651
91,0.001,-0.0002,100.0,518.67,642.89,1590.03,1400.77,14.62,21.61,553.81,2388.14,9048.36,1.3,47.45,521.91,2388.05,8131.39,8.3982,0.03,392,38.99,23.3522,1,92,0.985641513342492,13.076604755712522
92,0.0032,0.0002,100.0,518.67,642.85,1593.74,1408.48,14.62,21.61,554.07,2388.07,9047.87,1.3,47.46,521.43,2388.08,8133.15,8.421,0.03,392,38.86,23.2477,1,93,1.0102011389061094,12.96061197128549
93,-0.0021,0.0002,100.0,518.67,642.45,1583.27,1404.94,14.62,21.61,553.86,2388.15,9045.83,1.3,47.48,521.61,2388.07,8132.4,8.4524,0.03,393,38.85,23.3758,1,94,0.9688942970567929,13.552131633164649
94,0.0019,0.0003,100.0,518.67,642.86,1577.6,1410.1,14.62,21.61,553.91,2388.02,9048.85,1.3,47.38,521.92,2388.02,8131.63,8.4575,0.03,394,38.76,23.3269,1,95,0.8907959636210011,14.518616501970282
95,-0.0034,0.0001,100.0,518.67,642.19,1584.07,1395.16,14.62,21.61,553.34,2388.07,9048.71,1.3,47.39,521.66,2388.06,8130.69,8.4311,0.03,392,38.88,23.3255,1,96,0.8935073981454201,14.280344100641301
96,0.0035,-0.0003,100.0,518.67,642.07,1595.77,1407.81,14.62,21.61,553.4,2388.09,9046.1,1.3,47.46,521.67,2388.06,8128.74,8.4105,0.03,392,39.01,23.2963,1,97,0.9785952589400794,14.297499424103275
97,0.0006,0.0004,100.0,518.67,642.0,1591.11,1404.56,14.62,21.61,552.75,2388.06,9045.49,1.3,47.37,522.31,2388.06,8127.89,8.4012,0.03,391,38.96,23.2554,1,98,0.9722790764412599,14.242297283293107
98,-0.0005,-0.0,100.0,518.67,642.46,1592.73,1406.13,14.62,21.61,553.76,2388.08,9045.14,1.3,47.4,521.42,2388.1,8131.77,8.4481,0.03,393,38.82,23.2323,1,99,0.9880193225820323,13.705091940514388
99,-0.0021,-0.0003,100.0,518.67,642.22,1589.63,1411.35,14.62,21.61,554.22,2388.07,9045.72,1.3,47.64,521.55,2388.08,8132.49,8.4241,0.03,392,38.93,23.409,1,100,0.9975321425041077,13.584103741431797
100,0.0012,0.0003,100.0,518.67,642.75,1584.18,1403.41,14.62,21.61,553.37,2388.06,9052.3,1.3,47.62,521.89,2388.08,8125.97,8.4353,0.03,391,38.75,23.4149,1,101,0.9626792639325095,13.538078093157953
101,0.0017,0.0005,100.0,518.67,642.85,1589.11,1403.42,14.62,21.61,553.42,2388.15,9051.36,1.3,47.49,521.38,2388.05,8130.4,8.4561,0.03,393,38.94,23.3653,1,102,1.0123644519155197,12.507884686115288
102,-0.0013,0.0001,100.0,518.67,642.21,1581.27,1403.21,14.62,21.61,553.64,2388.09,9053.28,1.3,47.57,521.41,2388.1,8124.4,8.4263,0.03,392,38.69,23.4289,1,103,0.9024544573309508,14.441271919506379
103,-0.0001,0.0001,100.0,518.67,642.29,1590.63,1406.25,14.62,21.61,553.66,2388.08,9044.73,1.3,47.34,522.38,2388.09,8131.89,8.4021,0.03,392,38.96,23.3393,1,104,0.9863665919202018,13.733193431934708
104,0.0024,0.0004,100.0,518.67,642.01,1588.28,1403.22,14.62,21.61,553.11,2388.09,9048.36,1.3,47.31,521.81,2388.08,8134.01,8.4326,0.03,393,38.77,23.3857,1,105,1.0053922354833933,12.54521585677994
105,0.0,0.0001,100.0,518.67,642.68,1589.05,1404.45,14.62,21.61,553.6,2388.08,9049.82,1.3,47.44,521.51,2388.09,8126.38,8.4664,0.03,392,39.08,23.4148,1,106,0.9888275230836964,13.625727568500748
106,-0.0012,-0.0001,100.0,518.67,642.53,1595.13,1407.73,14.62,21.61,553.74,2388.07,9048.68,1.3,47.35,521.75,2388.07,8132.4,8.4241,0.03,396,39.01,23.4086,1,107,1.004161441786436,13.067603457671021
107,0.0008,0.0001,100.0,518.67,643.49,1585.91,1399.47,14.62,21.61,554.43,2388.14,9047.03,1.3,47.61,521.52,2388.03,8131.52,8.4133,0.03,393,38.75,23.3032,1,108,0.9579781267724059,13.540478720215017
108,-0.0011,-0.0003,100.0,518.67,642.49,1586.45,1409.1,14.62,21.61,553.59,2388.1,9051.13,1.3,47.58,521.62,2388.11,8130.97,8.3757,0.03,394,39.05,23.3561,1,109,1.0193028410501614,12.569671788013729
109,-0.0,0.0004,100.0,518.67,642.55,1590.01,1401.27,14.62,21.61,554.08,2388.13,9051.4,1.3,47.55,522.01,2388.12,8127.16,8.4638,0.03,393,39.06,23.2951,1,110,0.9799103542613641,13.301614922274897
110,0.0008,0.0004,100.0,518.67,642.67,1584.38,1408.11,14.62,21.61,553.49,2388.12,9051.64,1.3,47.62,521.53,2388.14,8132.4,8.4447,0.03,392,38.92,23.2135,1,111,1.0163993439085839,12.245390316097641
111,0.0005,0.0003,100.0,518.67,642.66,1586.46,1401.84,14.62,21.61,553.19,2388.06,9051.28,1.3,47.22,521.9,2388.08,8131.52,8.4445,0.03,394,38.84,23.3207,1,112,1.0032949133957252,12.448286515687169
112,0.0007,0.0001,100.0,518.67,642.68,1590.85,1406.59,14.62,21.61,552.91,2388.1,9053.15,1.3,47.46,521.75,2388.16,8129.32,8.458,0.03,393,38.9,23.3101,1,113,1.0224939015349155,12.440405402550647
113,0.0003,0.0004,100.0,518.67,642.31,1588.42,1402.97,14.62,21.61,554.29,2388.07,9046.58,1.3,47.58,521.68,2388.15,8132.36,8.429,0.03,394,38.89,23.3754,1,114,0.9890114246159917,13.208824101325648
114,-0.0017,0.0005,100.0,518.67,642.66,1594.84,1406.6,14.62,21.61,554.13,2388.11,9050.37,1.3,47.43,521.36,2388.12,8127.6,8.4345,0.03,393,38.93,23.3022,1,115,0.9969807963488817,13.50314414230776
